what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1421674794730
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1421674794748
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1421674794776
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1421674794785
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1421674794787
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1421674794787
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1421674794797
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1421674794800
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1421674794852
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1421674794853
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1421674794922
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1421674794926
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1421674794928
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1421674794976
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1421674794998
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1421674795021
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1421674795024
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1421674795086
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1421674795115
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1421674795118
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1421674795149
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1421674795189
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1421674795191
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1421674795193
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1421674795195
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1421674795215
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1421674795218
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1421674795220
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1421674795223
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1421674795225
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1421674795227
os,sysinfo,,,"win32",1421674795250
arch,sysinfo,,,"x86_64",1421674795250
ws,sysinfo,,,"win32",1421674795250
locale,sysinfo,,,"en_US",1421674795250
processors,sysinfo,,,"4",1421674795250
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1421674795250
java.runtime.version,sysinfo,,,"1.7.0_67-b01",1421674795250
java.specification.name,sysinfo,,,"Java Platform API Specification",1421674795250
java.specification.vendor,sysinfo,,,"Oracle Corporation",1421674795250
java.specification.version,sysinfo,,,"1.7",1421674795250
java.vendor,sysinfo,,,"Oracle Corporation",1421674795250
java.version,sysinfo,,,"1.7.0_67",1421674795250
java.vm.info,sysinfo,,,"mixed mode",1421674795250
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1421674795250
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1421674795250
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1421674795250
java.vm.specification.version,sysinfo,,,"1.7",1421674795250
java.vm.vendor,sysinfo,,,"Oracle Corporation",1421674795250
java.vm.version,sysinfo,,,"24.65-b04",1421674795250
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1421674795411
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1421674795621
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1421674795704
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1421674796494
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1421674796587
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1421674797394
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1421674797514
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1421674798361
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1421674798406
started,bundle,com.amazonaws.eclipse.core,2.1.0.v201407151453,"com.amazonaws.eclipse.core",1421674804852
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1421674805163
started,bundle,com.amazonaws.eclipse.elasticbeanstalk,1.0.0.v201407021559,"com.amazonaws.eclipse.elasticbeanstalk",1421674805268
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1421674805355
started,bundle,com.amazonaws.eclipse.sdk.ui,2.0.0.v201406031342,"com.amazonaws.eclipse.sdk.ui",1421677625536
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421677625957
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421677626254
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1421677630825
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1421677634132
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1421677634522
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1421677634787
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1421677635551
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1421677636004
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1421677636051
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1421677636175
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1421677645192
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1421677660870
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.1.v201108080010,"org.eclipse.jpt.jaxb.ui",1421677660933
started,bundle,org.eclipse.jpt.jpa.ui,3.0.1.v201108080010,"org.eclipse.jpt.jpa.ui",1421677661026
started,bundle,org.eclipse.jpt.common.core,1.0.1.v201108080010,"org.eclipse.jpt.common.core",1421677661089
started,bundle,org.eclipse.jpt.jpa.core,3.0.1.v201109073010,"org.eclipse.jpt.jpa.core",1421677661120
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1421677661245
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1421677661245
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20110728_r371,"org.eclipse.pde.api.tools",1421677661401
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1421677661416
started,bundle,org.eclipse.jpt.jaxb.core,1.0.1.v201108080010,"org.eclipse.jpt.jaxb.core",1421677662290
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421677694426
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421677746111
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421677771891
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421677790262
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1421677790340
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1421677790997
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1421677791023
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1421677791086
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1421677791086
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1421677791339
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1421677791355
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1421677791855
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421677797334
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421677815455
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421677822826
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421677825202
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421677825330
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421677825758
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1421677826447
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1421677826465
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1421677826524
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1421677826536
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1421677826664
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421677835339
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1421677837045
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1421677837091
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1421677837218
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1421677837281
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1421677837392
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1421677837756
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1421677838145
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1421677838355
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421677838951
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1421677839001
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1421677839770
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1421677843894
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421677844382
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421677846477
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1421677855554
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1421677856724
executed,command,com.amazonaws.eclipse.dynamodb,,"org.eclipse.ui.file.save",1421677858143
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1421677860167
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1421677860988
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1421677861530
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421677877115
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421677877637
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421677878093
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1421678125793
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421678473877
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421678499836
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421678503752
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421678506264
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421678524297
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1421678538276
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1421678538323
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1421678540023
executed,command,com.amazonaws.eclipse.dynamodb,,"org.eclipse.ui.file.save",1421678554094
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421678557526
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421678563142
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421678563993
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421678606815
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1421678607782
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1421678608188
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1421678608671
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1421678609358
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421678631307
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421678637500
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421678665331
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421678682303
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421678688091
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421678689932
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421678694939
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421678697420
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421678698356
